fin_year,month,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Jan,TAMIL NADU,2922,DINDIGUL,3748485,305.1044745,31,4016,6094.095654,14778,0,9106,6538975,1587805,83985,6405,397,661.70086,26706.50183,205715,220084,285718,346595,676,317697,380933,23884,19950.70531,5646928,67,63.63,82.56,100,0
2025-2026,Jan,TAMIL NADU,2928,KANNIYAKUMARI,519524,301.1193228,35,388,666.7054219,3793,1,1312,867387,71261,4162,12617,442,205.73221,3484.307493,24334,25639,39664,49857,60,77643,96269,5105,2611.869861,717154,67,64.34,63.61,100,0
2025-2026,Jan,TAMIL NADU,2936,TENKASI,1653680,293.3258216,22,1491,1897.211761,6282,0,3295,1872865,545363,61058,478,76,181.78197,7572.59038,84733,93665,137432,186422,97,162301,214901,9577,5493.596649,1526305,53,31.06,64.06,100,0
2025-2026,Jan,TAMIL NADU,2938,MAYILADUTHURAI,1245046,272.1610502,14,721,1775.710425,5431,0,5104,1351084,621001,101792,919,263,143.99792,5596.832749,95963,119559,150530,224771,18,159346,234662,10535,3677.124404,1059457,63,51.41,51.14,100,0
2025-2026,Sep,TAMIL NADU,2904,VILLUPURAM,4193611,241.5028592,17,9286,3814.127938,7015,0,13162,5643311,1642428,177464,69621,6937,534.65586,17977.54122,328190,356616,430562,602112,13,461143,644976,20177,13628.75742,4658465,59,56.92,62.85,100,0
2025-2026,Sep,TAMIL NADU,2909,DHARMAPURI,1792840,282.5966619,12,1612,2040.018511,4774,0,8022,1786420,238539,37857,74475,8440,267.35049,7355.732289,138815,145236,242896,277746,0,277515,314676,12796,5048.363288,1646464,62,65.22,70.68,100,0
2025-2026,Sep,TAMIL NADU,2910,ERODE,900388,290.9035503,17,1552,1473.102333,5140,0,4498,1127995,295264,46195,13865,2972,239.22371,4993.703545,64685,66228,141359,164624,6,192986,225733,9638,3281.377502,952886,62,58.07,67.9,100,0
2025-2026,Sep,TAMIL NADU,2919,PUDUKKOTTAI,3027392,253.6601143,14,1198,2960.681854,5353,0,9223,2657856,468890,82153,902,97,444.97163,10147.57405,179622,189203,294221,424887,3,333343,475403,14576,6741.920568,2396363,48,25.92,65.46,100,0
2025-2026,Sep,TAMIL NADU,2924,VIRUDHUNAGAR,2306807,272.1709329,17,2890,2311.95049,3180,0,3533,2071251,595391,76083,327,118,278.04668,8227.34034,118498,124923,216889,266312,12,248428,300693,6713,5637.34317,1773721,40,30.67,72.77,100,0
2025-2026,Sep,TAMIL NADU,2926,TIRUNELVELI,990712,289.5258443,20,323,1641.617431,3021,0,4231,798446,203486,33910,991,139,181.85278,4135.177734,39341,40471,96988,114287,0,120501,140001,7252,2311.707522,720839,45,30.33,51.39,100,0
2025-2026,Sep,TAMIL NADU,2928,KANNIYAKUMARI,314148,310.5192677,18,328,576.1939912,2052,1,2309,369246,29279,4228,1495,319,143.64866,1866.422627,20261,21263,39915,50193,5,78397,97266,4361,1146.579975,301599,72,53.64,52.69,100,0
2025-2026,Sep,TAMIL NADU,2930,KRISHNAGIRI,2408536,271.3851238,15,1755,3417.441622,7225,0,6313,2205187,300077,38833,20204,2810,370.78436,9772.775451,138891,144106,255748,286904,3,296386,334334,13538,5984.549469,2012300,70,43.08,60.95,100,0
2025-2026,Sep,TAMIL NADU,2935,TIRUPATHUR,973116,302.8701866,13,689,716.0078905,4925,0,6409,836005,147040,25522,16513,5051,171.19481,3419.212604,61888,64553,129996,149897,2,142133,164567,11334,2532.009903,763026,71,21.33,51.69,100,0
2025-2026,Sep,TAMIL NADU,2902,TIRUVALLUR,2716977,212.9333386,14,2234,2310.373687,5843,0,13713,2475582,881443,118576,95801,8756,420.62492,8002.33801,175133,179034,266154,312611,4,311225,378209,19556,5271.339403,2250082,48,40.79,53.7,100,0
2025-2026,Sep,TAMIL NADU,2906,TIRUVANNAMALAI,6084975,189.8333755,15,14443,4268.348853,7055,0,11064,5783699,1316376,150023,160904,27771,760.77405,16008.51394,377093,401359,513561,657835,6,541327,687776,18119,10979.39104,4787547,51,58.13,60.34,100,0
2025-2026,Sep,TAMIL NADU,2914,NAGAPATTINAM,729682,299.9540991,11,363,1606.70206,4525,0,3416,578126,260592,82861,703,250,136.52859,3477.343285,50150,57359,107086,165377,4,120070,180847,7941,1734.112635,454512,71,31.82,34.24,100,0
2025-2026,Sep,TAMIL NADU,2918,PERAMBALUR,946362,275.0391202,12,1065,881.8491372,1541,0,2089,1033473,305377,55225,5091,494,102.58241,3826.886594,82909,92105,123219,175343,7,143071,198025,3630,2842.455047,873374,60,57.78,63.04,100,0
2025-2026,Sep,TAMIL NADU,2922,DINDIGUL,2144109,313.3694258,15,3227,4253.383745,11859,0,8699,2279369,565039,83314,1570,379,547.39185,11943.62114,150202,157909,283202,343136,0,315494,377772,20558,7142.845546,1955931,76,43.67,69,100,0
2025-2026,Sep,TAMIL NADU,2926,TIRUNELVELI,990712,281.8436759,19,318,1641.617431,2857,0,4334,744988,189814,33911,911,139,181.85278,3923.171776,38763,39880,96943,114239,0,120480,139976,7191,2099.701564,671277,45,28.85,49.71,100,0
2025-2026,Sep,TAMIL NADU,2927,THOOTHUKKUDI,1726175,261.1337429,17,1616,1808.661655,2837,0,5435,1714144,556154,59134,894,159,355.88957,6640.759611,100192,105372,151235,179304,6,172578,214354,8272,4476.208386,1518075,33,53.21,56.66,100,0
2025-2026,Sep,TAMIL NADU,2934,RANIPET,1660695,285.8016281,15,1562,1286.575716,5346,0,4660,1755644,452270,54750,27410,2371,181.26495,6485.499802,116990,124154,158812,219820,4,183239,248449,10006,5017.659136,1584323,58,46.32,57.39,100,0
2025-2026,Sep,TAMIL NADU,2935,TIRUPATHUR,973116,304.1857021,13,572,716.0078905,4671,0,6562,692532,120708,25505,13563,5043,171.19481,2993.786027,52785,55036,129901,149775,2,142051,164455,11233,2106.583326,630971,71,17.26,47.41,100,0
2025-2026,Sep,TAMIL NADU,2937,KALLAKURICHI,1634237,272.6232457,14,2540,4263.279653,9197,0,8523,2312861,728027,161905,90109,20736,268.3414,10837.01778,164965,200805,296477,512967,39,316834,537873,17720,6305.396726,1718762,48,39.21,39.66,100.01,0
2025-2026,Sep,TAMIL NADU,2914,NAGAPATTINAM,729682,298.8194549,11,391,1606.70206,4766,0,3296,635268,286241,82886,762,250,136.52859,3641.535024,52995,60501,107143,165467,6,120134,180951,8062,1898.304375,501133,71,33.07,36.05,100,0
2025-2026,Sep,TAMIL NADU,2921,THENI,584405,313.6039049,15,891,766.6721227,2672,0,2523,747700,178667,25385,2048,200,135.45989,3246.94841,47512,50896,85367,104018,4,116395,138271,5195,2344.816397,634418,57,53.85,67.17,100,0
2025-2026,Sep,TAMIL NADU,2922,DINDIGUL,2144109,312.5149494,16,3325,4253.383745,12146,0,8697,2621983,652201,83387,2049,381,547.39185,12994.86444,158167,166608,283400,343444,3,315806,378204,20843,8194.088845,2248049,75,45.34,71.23,100,0
2025-2026,Sep,TAMIL NADU,2934,RANIPET,1660695,292.1424712,16,1599,1286.575716,5741,0,4436,1935284,500245,54773,30189,2387,181.26495,7121.627168,119456,127110,158908,219970,9,183417,248674,10177,5653.786502,1746294,58,46.63,59,100,0
2025-2026,Sep,TAMIL NADU,2937,KALLAKURICHI,1634237,272.571444,14,2648,4263.279653,9515,0,8480,2564472,809164,161973,94552,20753,268.3414,11521.63941,175476,214870,296666,513360,46,317073,538334,17995,6990.01836,1911166,48,40.9,42.17,100.01,0
2025-2026,Sep,TAMIL NADU,2914,NAGAPATTINAM,729682,298.7743483,11,391,1606.70206,4684,0,3337,632641,285254,82880,754,250,136.52859,3633.399674,52894,60397,107124,165436,6,120101,180895,8021,1890.169025,499111,71,33.05,36.03,100,0
2025-2026,Sep,TAMIL NADU,2915,TIRUVARUR,784852,313.2379598,11,562,1854.499776,7575,0,4316,545960,233092,145023,64,39,307.56339,3872.217132,46387,54001,179450,271749,6,197916,293877,11891,1710.153965,420979,52,25.81,23.91,100,0
2025-2026,Sep,TAMIL NADU,2924,VIRUDHUNAGAR,2306807,276.3219036,18,2970,2311.95049,3307,0,3508,2175898,626806,76101,331,118,278.04668,8602.479945,120832,127449,216962,266401,17,248451,300724,6815,6012.482775,1864580,39,31.28,73.61,100,0
2025-2026,Sep,TAMIL NADU,2931,ARIYALUR,1207789,291.1825156,11,1078,1536.679801,3973,0,3207,1373334,292624,56598,19060,3026,135.28755,5670.87584,121081,138207,180282,255365,0,192188,268601,7180,3998.908489,1114859,53,57.02,61.72,100,0
2025-2026,Sep,TAMIL NADU,2934,RANIPET,1660695,293.5673493,16,1599,1286.575716,5724,0,4433,1924647,497725,54767,30002,2380,181.26495,7117.975848,119276,126907,158903,219951,7,183335,248577,10157,5650.135182,1736702,58,46.44,58.75,100,0
2025-2026,Sep,TAMIL NADU,2902,TIRUVALLUR,2716977,218.6583539,15,2310,2310.373687,6434,0,13352,2852847,1028160,118685,105865,8761,420.62492,8968.986895,180119,184291,266356,312940,8,311583,378705,19786,6237.988288,2592846,48,40.95,56.71,100,0
2025-2026,Sep,TAMIL NADU,2904,VILLUPURAM,4193611,246.0065341,17,9313,3814.127938,7143,0,13165,5856402,1698868,177479,72356,6937,534.65586,18755.91538,330177,359313,430651,602249,14,461202,645071,20308,14407.13158,4831728,59,57.27,63.46,100,0
2025-2026,Sep,TAMIL NADU,2911,COIMBATORE,362202,320.2678999,14,118,1239.563572,3647,0,3727,354759,132026,29078,7577,1789,209.18184,2584.924611,25091,25471,75058,84023,0,110112,123293,7374,1136.179199,323507,56,55.97,57.26,100,0
2025-2026,Sep,TAMIL NADU,2919,PUDUKKOTTAI,3027392,255.54828,15,1233,2960.681854,5459,0,9196,2803517,498236,82159,856,84,444.97163,10569.99296,184445,194435,294230,424910,4,333386,475462,14655,7164.339472,2528111,48,27.21,66.49,100,0
2025-2026,Sep,TAMIL NADU,2928,KANNIYAKUMARI,314148,310.4749287,18,330,576.1939912,2097,1,2274,386078,30458,4233,1507,319,143.64866,1918.518047,20466,21494,39922,50212,7,78403,97281,4371,1198.675395,315373,72,53.96,53.05,100,0
2025-2026,Sep,TAMIL NADU,2931,ARIYALUR,1207789,291.1569802,11,1077,1536.679801,3943,0,3221,1364356,290375,56598,18988,3026,135.28755,5644.38508,120799,137883,180279,255356,0,192186,268593,7164,3972.417729,1107328,53,56.88,61.59,100,0
2025-2026,Sep,TAMIL NADU,2936,TENKASI,1076548,295.6972967,16,1323,1202.794898,4000,0,4089,1193265,336509,62550,161,72,181.13794,4912.385185,73557,80322,139680,190738,4,164947,219691,8089,3528.452347,981897,60,26.39,59.8,100,0
2025-2026,Sep,TAMIL NADU,2938,MAYILADUTHURAI,774130,267.3132139,10,543,1573.817429,3093,0,4957,760103,347168,106634,512,276,143.69337,3749.366557,73714,89343,153344,233857,1,162306,243970,8050,2031.855758,597437,56,49.78,49.2,100,0
2025-2026,Sep,TAMIL NADU,2903,CUDDALORE,3540289,262.1047469,14,4880,4582.386255,6667,0,13445,3998375,1488387,253226,23953,3500,497.19885,15559.51578,274303,318067,420671,678864,15,471073,740123,20112,10479.93067,3223362,48,57.56,64.58,100,0
2025-2026,Sep,TAMIL NADU,2907,SALEM,1611170,282.4522755,12,2459,4542.97153,10330,0,7504,1944960,363150,81402,173968,30373,431.99797,10468.55328,150797,157398,342986,425057,6,438620,532204,17834,5493.583777,1727555,56,27.76,50.56,100,0
2025-2026,Sep,TAMIL NADU,2909,DHARMAPURI,1792840,276.5362423,13,1628,2040.018511,4774,0,8028,1850417,246017,37857,78768,8440,267.35049,7424.442639,140218,146783,242896,277747,1,277532,314695,12802,5117.073638,1704914,62,65.62,71.13,100,0
2025-2026,Sep,TAMIL NADU,2919,PUDUKKOTTAI,3027392,246.6501815,15,1227,2960.681854,5398,0,9209,2763848,490625,82156,850,84,444.97163,10222.68959,183223,193096,294210,424882,4,333354,475420,14607,6817.036108,2492417,48,26.78,66.21,100,0
2025-2026,Sep,TAMIL NADU,2922,DINDIGUL,2144109,309.3693816,16,3301,4253.383745,12003,0,8714,2521984,627116,83348,1918,381,547.39185,12603.0219,155984,164214,283302,343304,2,315696,378051,20717,7802.246305,2162942,75,44.71,70.69,100,0
2025-2026,Sep,TAMIL NADU,2923,RAMANATHAPURAM,2330679,233.5983892,17,3400,2237.480934,5017,0,10999,2128517,519720,62844,152,23,300.21123,7509.87359,120252,127724,198836,245148,4,223467,272074,16016,4972.181426,1867988,61,48.92,54.46,100,0
2025-2026,Sep,TAMIL NADU,2924,VIRUDHUNAGAR,2306807,268.911513,17,2953,2311.95049,3197,0,3522,2155163,622185,76085,331,118,278.04668,8385.478602,120326,126908,216891,266321,16,248432,300700,6719,5795.481432,1846743,40,31.11,73.45,100,0
2025-2026,Sep,TAMIL NADU,2926,TIRUNELVELI,990712,289.2975435,20,327,1641.617431,3084,0,4172,806674,206133,33912,991,139,181.85278,4157.158277,39598,40743,96989,114292,0,120513,140018,7256,2333.688066,727946,45,30.53,51.33,100,0
2025-2026,Sep,TAMIL NADU,2928,KANNIYAKUMARI,314148,304.6503502,18,330,576.1939912,2082,1,2284,384426,30392,4230,1501,319,143.64866,1890.997807,20459,21489,39919,50205,7,78401,97276,4366,1171.155155,314102,72,53.94,53.02,100,0
2025-2026,Sep,TAMIL NADU,2931,ARIYALUR,1207789,289.0835575,11,1076,1536.679801,3931,0,3231,1357841,288808,56598,18988,3026,135.28755,5597.26242,120569,137585,180271,255344,0,192180,268585,7162,3925.295069,1102127,53,56.7,61.41,100,0
2025-2026,Sep,TAMIL NADU,2938,MAYILADUTHURAI,774130,266.7054481,10,538,1573.817429,3041,0,4987,750096,342890,106632,506,276,143.69337,3718.057697,73267,88772,153342,233851,1,162299,243958,8028,2000.546898,589739,56,49.65,49.06,100,0
2025-2026,Sep,TAMIL NADU,2905,VELLORE,861356,303.0988347,14,948,1518.35053,6047,0,6801,926419,259826,37978,19507,4636,194.3302,4520.645924,62634,65555,133135,155935,1,147095,186345,12848,2807.965194,822093,72,18.09,38.58,100,0
2025-2026,Sep,TAMIL NADU,2902,TIRUVALLUR,2716977,216.8461269,16,2315,2310.373687,6737,0,13146,2964139,1065786,118721,109448,8765,420.62492,9158.619224,181120,185348,266418,313051,9,311796,378961,19883,6427.620617,2694859,48,41.01,57.61,100,0
2025-2026,Sep,TAMIL NADU,2906,TIRUVANNAMALAI,6084975,192.0727424,16,14662,4271.538017,7729,0,10909,6446027,1464664,150126,180395,27783,760.77405,17413.3729,384940,410883,513799,658294,8,541755,688440,18638,12381.06084,5341246,51,58.58,60.77,100,0
2025-2026,Sep,TAMIL NADU,2907,SALEM,1611170,281.4235501,13,2484,4542.97153,10516,0,7494,1980117,370177,81408,176073,30378,431.99797,10547.48506,152038,158784,343018,425104,7,438659,532256,18010,5572.515557,1758862,56,27.92,50.99,100,0
2025-2026,Sep,TAMIL NADU,2909,DHARMAPURI,1792840,284.3629758,13,1641,2040.018511,5226,0,8113,1892416,251963,37862,78995,8441,267.35049,7688.699453,141424,148095,242947,277803,1,277577,314745,13339,5381.330453,1743963,63,65.45,71.26,100,0
2025-2026,Sep,TAMIL NADU,2919,PUDUKKOTTAI,3027392,256.7629813,15,1236,2960.681854,5727,0,9016,2818464,501271,82164,856,97,444.97163,10642.42568,184909,194918,294248,424946,4,333433,475531,14743,7236.772194,2541905,48,27.34,66.65,100,0
2025-2026,Sep,TAMIL NADU,2920,MADURAI,2590994,279.1301271,15,3658,3969.970076,8089,0,9028,2964316,608790,67184,3911,670,323.86285,12568.13195,196886,208181,273495,321898,2,301149,362394,17117,8274.29902,2631694,60,52.47,58.82,100,0
2025-2026,Sep,TAMIL NADU,2921,THENI,584405,314.5175665,15,891,766.6721227,2662,0,2533,744296,177696,25382,2008,200,135.45989,3243.07368,47457,50841,85359,104002,4,116344,138217,5195,2340.941667,631786,57,53.81,67.14,100,0
2025-2026,Sep,TAMIL NADU,2922,DINDIGUL,2144109,313.5230289,16,3310,4253.383745,12078,0,8749,2572071,638055,83381,2029,381,547.39185,12864.8105,157353,165726,283379,343418,2,315791,378187,20827,8064.034905,2206012,75,45.09,70.95,100,0
2025-2026,Sep,TAMIL NADU,2923,RAMANATHAPURAM,2330679,236.8359709,17,3443,2237.480934,5319,0,10818,2164825,527826,62863,161,23,300.21123,7664.77647,121221,128726,198873,245208,4,223524,272163,16137,5127.084306,1900186,61,49.11,54.79,100,0
2025-2026,Sep,TAMIL NADU,2930,KRISHNAGIRI,2408536,272.4170591,16,1793,3417.441622,7347,0,6449,2299898,312819,38836,20736,2810,370.78436,10053.54048,141656,147094,255785,286957,4,296437,334401,13796,6265.314494,2098187,70,43.59,61.76,100,0
2025-2026,Sep,TAMIL NADU,2935,TIRUPATHUR,973116,301.2473051,13,704,716.0078905,5170,0,6302,865177,154631,25528,17388,5053,171.19481,3493.525097,63073,65805,130014,149920,2,142163,164603,11472,2606.322397,789189,71,21.8,52.41,100,0
2025-2026,Oct,TAMIL NADU,2903,CUDDALORE,4359936,263.557658,16,5181,4582.386255,7395,0,13461,4803052,1782517,253707,27975,3511,497.19885,17738.39647,291412,340877,421278,680243,25,471935,741810,20856,12658.81136,3881475,49,59.39,66.38,100,0
2025-2026,Oct,TAMIL NADU,2910,ERODE,1051142,296.5023962,19,1647,1476.630426,5594,0,4480,1334086,347994,46233,15894,2973,239.22371,5671.451094,67444,69147,141545,164864,19,193125,225924,10074,3955.596958,1124190,60,58.1,69.76,100,0
2025-2026,Oct,TAMIL NADU,2912,THE NILGIRIS,279392,335.6519911,23,133,311.6725686,2271,0,2102,228356,76586,11903,28015,3797,103.72467,1181.878699,9913,10655,31572,40286,1,56386,68960,4373,766.4814607,180569,86,27.49,23.19,100,0
2025-2026,Oct,TAMIL NADU,2914,NAGAPATTINAM,809850,297.9932198,12,418,1606.70206,5042,0,3340,708155,316283,82929,797,250,136.52859,3853.484535,56170,64121,107200,165594,8,120217,181108,8382,2110.253885,561126,72,33.89,37.12,100,0
2025-2026,Oct,TAMIL NADU,2923,RAMANATHAPURAM,2596426,241.9715597,19,3672,2250.254431,6001,0,10744,2649320,646092,62941,194,23,301.56363,8962.418987,133240,141802,199088,245567,11,223963,272822,16745,6410.600926,2332988,59,50.42,56.99,100,0
2025-2026,Oct,TAMIL NADU,2932,TIRUPPUR,1470706,278.9182634,24,471,1197.463856,4872,0,4213,1532507,544151,62585,828,206,181.01412,5652.919887,62318,64178,134789,159736,145,179424,230942,9085,4274.441911,1316258,46,36.77,76.07,100,0
2025-2026,Oct,TAMIL NADU,2936,TENKASI,1252913,295.2440389,17,1376,1211.566733,4629,0,3594,1368257,390566,62623,234,74,181.13794,5432.401902,77241,84634,139818,190979,10,165153,219998,8223,4039.697229,1125577,60,26.63,61.65,100,0
2025-2026,Oct,TAMIL NADU,2904,VILLUPURAM,4839831,249.4383909,20,9506,3814.127938,10434,0,11267,6936694,2021135,177779,87533,6977,534.65586,21651.56169,340005,372388,431281,603534,42,462021,646637,21701,17302.7779,5722550,60,57.73,64.65,100,0
2025-2026,Oct,TAMIL NADU,2905,VELLORE,959042,292.6208594,17,1045,1524.35914,6443,0,6659,1192100,332507,38002,26221,4657,194.3302,5207.022605,69358,72698,133377,156262,2,147306,186621,13102,3488.333265,1058586,72,19.51,45.99,100,0
2025-2026,Oct,TAMIL NADU,2910,ERODE,1051142,291.881306,20,1661,1476.630426,5662,0,4447,1378679,359831,46243,16299,2973,239.22371,5739.960406,68088,69837,141583,164915,26,193148,225959,10109,4024.10627,1160866,60,57.59,69.29,100,0
2025-2026,Oct,TAMIL NADU,2914,NAGAPATTINAM,809850,297.9766997,12,418,1606.70206,5100,0,3299,708509,316450,82928,797,250,136.52859,3854.422385,56193,64144,107219,165616,8,120226,181118,8399,2111.191735,561455,72,34.14,36.82,100,0
2025-2026,Sep,TAMIL NADU,2903,CUDDALORE,3540289,262.3634882,16,5128,4582.386255,7333,0,13458,4617971,1715048,253660,26664,3506,497.19885,17195.45491,288085,336351,421183,680061,24,471867,741688,20791,12115.8698,3729050,49,58.9,65.94,100,0
2025-2026,Sep,TAMIL NADU,2905,VELLORE,861356,293.9222634,16,1026,1518.44053,6331,0,6716,1113852,312076,37999,24913,4653,194.3302,4986.629739,68183,71432,133317,156192,1,147283,186588,13047,3273.859009,988791,72,19.38,44.58,100,0
2025-2026,Oct,TAMIL NADU,2901,KANCHIPURAM,901715,294.0117395,17,978,1178.558888,3999,0,4415,1405367,542446,57498,22604,2558,217.10567,5527.608521,79610,82216,129250,157745,33,142221,178755,8414,4131.943963,1229795,64,45.01,61.64,100,0
2025-2026,Oct,TAMIL NADU,2902,TIRUVALLUR,3372623,226.1549283,19,2390,2375.985649,7897,0,12686,3647034,1313824,118837,127908,8785,420.62492,11044.5577,187374,192061,266731,313504,20,312211,379497,20583,8247.94713,3314519,48,40.01,61,100,0
2025-2026,Oct,TAMIL NADU,2905,VELLORE,959042,295.925211,17,1043,1524.35914,6423,0,6654,1177506,328470,38002,26135,4657,194.3302,5203.226455,69225,72549,133357,156241,2,147306,186621,13077,3484.537115,1045564,72,19.48,45.7,100,0
2025-2026,Sep,TAMIL NADU,2912,THE NILGIRIS,249919,333.848941,22,132,310.6101372,2169,0,2153,224382,75625,11905,26850,3795,103.72467,1163.431738,9870,10594,31574,40288,1,56384,68957,4322,749.0969307,177524,86,27.53,23.17,100,0
2025-2026,Sep,TAMIL NADU,2916,TIRUCHIRAPPALLI,1740347,274.626868,11,4181,2008.33142,7065,0,5110,2416244,517202,83356,27128,5115,305.37787,8949.364512,207419,217947,303481,376363,7,324747,404221,12175,6635.655221,2108971,53,47.88,65.17,100,0
2025-2026,Sep,TAMIL NADU,2922,DINDIGUL,2144109,308.0797759,18,3425,4309.323949,13051,0,8140,3055204,757481,83574,2281,383,547.39185,14269.18143,165348,174522,283823,344173,8,316468,379235,21191,9412.465635,2619340,74,47.12,72.93,100,0
2025-2026,Sep,TAMIL NADU,2926,TIRUNELVELI,990712,277.7502156,23,340,1642.648208,3414,0,4035,955361,244830,33982,1186,139,181.85278,4478.018226,41499,42731,97124,114493,12,120610,140184,7449,2653.517237,864968,45,33.8,55.04,100,0
2025-2026,Sep,TAMIL NADU,2928,KANNIYAKUMARI,314148,308.6502349,21,347,577.9975512,2387,1,2321,457104,36853,4250,3518,425,143.64866,2132.498781,21540,22705,40173,50610,12,78485,97436,4708,1410.85257,372645,72,54.58,53.81,100,0
2025-2026,Sep,TAMIL NADU,2933,CHENGALPATTU,1696800,302.9007168,20,2594,1585.211239,6500,0,7494,2428544,1034037,104124,52466,4354,272.37133,9213.659753,120998,125144,196000,240227,42,220339,280105,13994,7356.077184,2149882,57,30.98,64.48,100,0
2025-2026,Sep,TAMIL NADU,2934,RANIPET,1660695,286.3015721,18,1656,1286.575716,6016,0,4334,2211438,573946,54847,34625,2406,181.26495,7799.222426,122366,130630,159049,220266,16,184011,249421,10350,6331.38176,1993895,57,46.63,61.11,100,0
2025-2026,Oct,TAMIL NADU,2912,THE NILGIRIS,279392,332.4705258,23,136,311.6725686,2290,0,2089,230810,77575,11902,28304,3813,103.72467,1182.772459,9988,10734,31584,40307,1,56385,68959,4379,767.3752207,182534,86,27.43,23.17,100,0
2025-2026,Oct,TAMIL NADU,2913,THANJAVUR,2006948,246.332753,16,2458,1969.725117,8025,0,7822,2904566,882918,117308,2185,135,423.77811,9548.400617,179234,200949,273269,368340,66,299502,397450,15847,7154.89739,2489584,52,61.37,59.27,100,0
